PassengerId,Survived,Pclass,Sex,SibSp,Parch,Embarked_Q,Embarked_S,family_group_large,family_group_small,age_group_Child,age_group_Infant,age_group_Middle Age,age_group_Old,age_group_Teenager,age_group_Young Adult,age_group_toddler,Fare_Group_Very Low
1,0,3,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1
2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
3,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
5,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
8,0,3,1,3,1,0,1,1,0,0,0,0,0,0,0,1,1
9,1,3,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1
10,1,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
11,1,3,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1
12,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
13,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
14,0,3,1,1,5,0,1,1,0,0,0,0,0,0,0,0,1
15,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
16,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
17,0,3,1,4,1,1,0,1,0,0,0,0,0,0,0,1,1
18,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
19,0,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
20,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
22,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
23,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
24,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
25,0,3,0,3,1,0,1,1,0,1,0,0,0,0,0,0,1
26,1,3,0,1,5,0,1,1,0,0,0,0,0,0,0,0,1
27,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,0,1,1,3,2,0,1,1,0,0,0,0,0,1,0,0,1
29,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
30,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
31,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
33,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
34,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
35,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
36,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1
37,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
39,0,3,0,2,0,0,1,0,1,0,0,0,0,1,0,0,1
40,1,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
41,0,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
42,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
43,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,1,2,0,1,2,0,0,0,1,0,0,0,0,0,0,1,1
45,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
46,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
47,0,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1
48,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
49,0,3,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1
50,0,3,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1
51,0,3,1,4,1,0,1,1,0,1,0,0,0,0,0,0,1
52,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
53,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
54,1,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
55,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
56,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
57,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
58,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,1,2,0,1,2,0,1,0,1,1,0,0,0,0,0,0,1
60,0,3,1,5,2,0,1,1,0,1,0,0,0,0,0,0,1
61,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
62,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
63,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1
64,0,3,1,3,2,0,1,1,0,0,0,0,0,0,0,1,1
65,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,1,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1
67,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
68,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
69,1,3,0,4,2,0,1,1,0,0,0,0,0,1,0,0,1
70,0,3,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1
71,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
72,0,3,0,5,2,0,1,1,0,0,0,0,0,1,0,0,1
73,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
74,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
75,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
76,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
77,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
78,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
79,1,2,1,0,2,0,1,0,1,0,1,0,0,0,0,0,1
80,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
81,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
82,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
83,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
84,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
85,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
86,1,3,0,3,0,0,1,0,1,0,0,0,0,0,0,0,1
87,0,3,1,1,3,0,1,1,0,0,0,0,0,1,0,0,1
88,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
89,1,1,0,3,2,0,1,1,0,0,0,0,0,0,1,0,1
90,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
91,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
92,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
93,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1
94,0,3,1,1,2,0,1,0,1,0,0,0,0,0,0,0,1
95,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
96,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
97,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
98,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1
99,1,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
100,0,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
101,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
102,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
103,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1
104,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
105,0,3,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1
106,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
107,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
108,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
109,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
110,1,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
111,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
112,0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
113,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
114,0,3,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1
115,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
116,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
117,0,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
118,0,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
119,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1
120,0,3,0,4,2,0,1,1,0,0,0,0,0,0,0,1,1
121,0,2,1,2,0,0,1,0,1,0,0,0,0,0,1,0,1
122,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
123,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
124,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
125,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1
126,1,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1
127,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
128,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
129,1,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
130,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
131,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
132,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
133,0,3,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
134,1,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
135,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
136,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
137,1,1,0,0,2,0,1,0,1,0,0,0,0,1,0,0,1
138,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
139,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
140,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
141,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1
142,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
143,1,3,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1
144,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
145,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
146,0,2,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1
147,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
148,0,3,0,2,2,0,1,1,0,1,0,0,0,0,0,0,1
149,0,2,1,0,2,0,1,0,1,0,0,0,0,0,0,0,1
150,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
151,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
152,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1
153,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
154,0,3,1,0,2,0,1,0,1,0,0,1,0,0,0,0,1
155,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
156,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
157,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
158,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
159,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
160,0,3,1,8,2,0,1,1,0,0,0,0,0,0,0,0,1
161,0,3,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1
162,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
163,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
164,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
165,0,3,1,4,1,0,1,1,0,0,1,0,0,0,0,0,1
166,1,3,1,0,2,0,1,0,1,1,0,0,0,0,0,0,1
167,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
168,0,3,0,1,4,0,1,1,0,0,0,1,0,0,0,0,1
169,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
170,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
171,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
172,0,3,1,4,1,1,0,1,0,0,0,0,0,0,0,1,1
173,1,3,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1
174,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
175,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
176,0,3,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1
177,0,3,1,3,1,0,1,1,0,0,0,0,0,0,0,0,1
178,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
179,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
180,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
181,0,3,0,8,2,0,1,1,0,0,0,0,0,0,0,0,1
182,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
183,0,3,1,4,2,0,1,1,0,1,0,0,0,0,0,0,1
184,1,2,1,2,1,0,1,0,1,0,1,0,0,0,0,0,1
185,1,3,0,0,2,0,1,0,1,0,0,0,0,0,0,1,1
186,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
187,1,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
188,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
189,0,3,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1
190,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
191,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
192,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
193,1,3,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1
194,1,2,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1
195,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
196,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
197,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
198,0,3,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1
199,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
200,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
201,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
202,0,3,1,8,2,0,1,1,0,0,0,0,0,0,0,0,1
203,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
204,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
205,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
206,0,3,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1
207,0,3,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
208,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
209,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
210,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
211,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
212,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
213,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
214,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
215,0,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1
216,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
217,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
218,0,2,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1
219,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
220,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
221,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
222,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
223,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
224,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
225,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
226,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
227,1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
228,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
229,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
230,0,3,0,3,1,0,1,1,0,0,0,0,0,0,0,0,1
231,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
232,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
233,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
234,1,3,0,4,2,0,1,1,0,1,0,0,0,0,0,0,1
235,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
236,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
237,0,2,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1
238,1,2,0,0,2,0,1,0,1,1,0,0,0,0,0,0,1
239,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
240,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
241,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
242,1,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
243,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
244,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
245,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
246,0,1,1,2,0,1,0,0,1,0,0,1,0,0,0,0,1
247,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
248,1,2,0,0,2,0,1,0,1,0,0,0,0,0,1,0,1
249,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1
250,0,2,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1
251,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
252,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
253,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
254,0,3,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
255,0,3,0,0,2,0,1,0,1,0,0,1,0,0,0,0,1
256,1,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1
257,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
258,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
259,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,1,2,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
261,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
262,1,3,1,4,2,0,1,1,0,0,0,0,0,0,0,1,1
263,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1
264,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
265,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
266,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
267,0,3,1,4,1,0,1,1,0,0,0,0,0,1,0,0,1
268,1,3,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1
269,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
270,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
271,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
272,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
273,1,2,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
274,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
275,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
276,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
277,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
278,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
279,0,3,1,4,1,1,0,1,0,1,0,0,0,0,0,0,1
280,1,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
281,0,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
282,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
283,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
284,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
285,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
286,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
287,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
288,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
289,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
290,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
291,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
292,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
293,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
294,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
